Station;Long_DD;Lat_DD;Bot_depth;Bot_depth_GIS;Location;Survey;Site_Statu;Site_start;Site_end;note;Region;Program;DataAvaila;POINT_X;POINT_Y;workarea;Organization;CreationDate;Creator;EditDate;Editor;x;y
5850 OUTLET;-125.825524;50.705063;;;;FGS_KN;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-125.82552399999996;50.705063000000045
5819 OUTLET;-125.686447;50.7824870000001;;;;FGS_KN;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-125.686447;50.78248700000006
5688 OUTLET;-125.544117;51.1010000000001;;;;FGS_KN;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-125.54411699999996;51.101000000000056
5722 OUTLET;-125.62535;51.0274170000001;;;;FGS_KN;;;;;Quadra;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-125.62534999999995;51.02741700000007
TSUNAMIHILL REFSTN;-128.12955;51.6517830000001;;;;RAIN_C;;;;;Calvert;;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-128.12955;51.65178300000008
844 WSN844;-127.9975;51.6613889000001;;;;RAIN_C;;;;;Calvert;;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-127.99749999999996;51.66138890000008
OFFICE QUADRA;-125.2221111;50.1162556;;1;;RAIN_Q;;;;;Quadra;;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-125.22211109999996;50.116255600000045
POISON OUTLET;-128.016113;52.8982800000001;;;;FGS_K;;;;;;;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-128.01611299999996;52.89828000000006
693 892 OUTLET;-127.998269;51.6452090000001;;;;LAKEC;;;;;Central Coast;;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-127.998269;51.64520900000008
693 892 BOTTOM;-127.99696;51.6424000000001;;;;LAKEC;;;;;Central Coast;;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-127.99695999999994;51.642400000000066
693 892 BOTTOM;-127.99696;51.6424000000001;;;;LAKEC;;;;;Central Coast;;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-127.99695999999994;51.642400000000066
708 951 SURFACE;-128.06519;51.63226;;;;LAKEC;;;;;Central Coast;;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-128.06518999999997;51.63226000000003
708 951 OUTLET;-128.067342;51.636419;;;;LAKEC;;;;;Central Coast;;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-128.06734199999994;51.636419000000046
708 951 SURFACE;-128.06519;51.63226;;;;LAKEC;;;;;Central Coast;;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-128.06518999999997;51.63226000000003
1015 689 OUTLET;-128.057463;51.692007;;;;LAKEC;;;;;Central Coast;;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-128.05746299999998;51.692007000000046
1015 689 BOTTOM;-128.05727;51.6847300000001;;;;LAKEC;;;;;Central Coast;;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-128.05726999999996;51.68473000000006
1015 689 BOTTOM;-128.05727;51.6847300000001;;;;LAKEC;;;;;Central Coast;;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-128.05726999999996;51.68473000000006
693 931 INLET;-127.999065050263;51.6358653460001;;;;LAKEC;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-127.99906504999996;51.63586534600006
693 931 BOTTOM;-128.00194;51.637833;;;;LAKEC;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-128.00194;51.63783300000006
693 931 BOTTOM;-128.00194;51.637833;;;;LAKEC;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-128.00194;51.63783300000006
693 931 OUTLET;-128.000564;51.6396319;;;;LAKEC;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-128.00056399999994;51.63963190000004
693 964 INLETSOUTH;-127.990610321426;51.6321490390001;;;;LAKEC;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-127.99061032099996;51.63214903900007
693 964 INLETWEST;-127.993354;51.63242;;;;LAKEC;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-127.99335399999995;51.63242000000008
693 964 OUTLET;-127.992874;51.633957;;;;LAKEC;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-127.99287399999996;51.633957000000066
693 984 BOTTOM;-127.977802;51.631039;;;;LAKEC;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-127.97780199999994;51.63103900000005
693 984 BOTTOM;-127.977802;51.631039;;;;LAKEC;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-127.97780199999994;51.63103900000005
693 984 INLET;-127.97469;51.629867;;;;LAKEC;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-127.97468999999997;51.62986700000005
693 984 OUTLET;-127.98646;51.631246;;;;LAKEC;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-127.98645999999997;51.63124600000003
708 877 BOTTOM;-128.068105;51.647179;;;;LAKEC;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-128.06810499999995;51.64717900000005
708 877 BOTTOM;-128.068105;51.647179;;;;LAKEC;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-128.06810499999995;51.64717900000005
708 877 INLET;-128.067564382669;51.6468942920001;;;;LAKEC;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-128.067564383;51.64689429200007
708 877 OUTLET;-128.068128216466;51.6484979890001;;;;LAKEC;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-128.068128216;51.64849798900008
KOEYE KR02;-127.806984;51.774295;;;;FGS_Y;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-127.80698399999994;51.774295000000045
KOEYE KR_TRIB;-127.818444;51.776079;;;;FGS_Y;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-127.81844399999994;51.77607900000004
NONE GLC1;-126.947343;51.983133;;;;FGS_R;;;;;;KWP;;;;CALVERT;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-126.947343;51.983133000000066
HOMATHKO_TRIB T5KM1;-124.908217;50.975303;;;;FGS_B;;;;;;KWP;;;;QUADRA;HAKAI;janvier 31, 2020;will.mcinnes;février 13, 2020;will.mcinnes;-124.90821699999998;50.97530300000005
TO2A;50.35895;-124.70885;;;Toba Inlet;;;;;;Quadra;Oceanography;;;;QUADRA;HAKAI;mars 10, 2020;will.mcinnes;mars 10, 2020;will.mcinnes;-124.70885000000001;50.358949999999986
TO3A;50.41611;-124.653;;;Toba Inlet;;;;;;Quadra;Oceanography;;;;QUADRA;HAKAI;mars 10, 2020;will.mcinnes;mars 10, 2020;will.mcinnes;-124.653;50.41611
TO4A;50.42644;-124.51479;;;Toba Inlet;;;;;;Quadra;Oceanography;;;;QUADRA;HAKAI;mars 10, 2020;will.mcinnes;mars 10, 2020;will.mcinnes;-124.51478999999999;50.42643999999999
Ri6;-127.4533;51.7283;195;;;;;;;IOS Historical site;Central Coast;;;;;CALVERT;;septembre 9, 2020;will.mcinnes;septembre 9, 2020;will.mcinnes;-127.4533;51.7283
Ri7;-127.3933;51.7783;240;;;;;;;IOS Historical Site;Central Coast;Oceanography;;;;CALVERT;;septembre 9, 2020;will.mcinnes;septembre 9, 2020;will.mcinnes;-127.39330000000001;51.77829999999999
Ha1;-127.555;51.6967;310;;;;;;;IOS Historical Site;Central Coast;Oceanography;;;;CALVERT;;septembre 9, 2020;will.mcinnes;septembre 9, 2020;will.mcinnes;-127.555;51.696699999999986
;;;;;;;;;;;;;;;;;;septembre 9, 2020;will.mcinnes;septembre 9, 2020;will.mcinnes;-127.555;51.696699999999986
UWT31;-126.032017;49.236217;12;;Herbert Russell Channel Confluence;UWT_HERBERT;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-126.03201699999994;49.23621700000007
UWT32;-126.0381;49.260317;8;;Herbert Sill;UWT_HERBERT;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-126.0381;49.26031700000004
UWT33;-126.035367;49.295817;51;;Herbert Mouth South;UWT_HERBERT;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-126.03536699999997;49.295817000000056
UWT34;-126.012017;49.312917;114;;Herbert Mouth;UWT_HERBERT;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-126.01201699999996;49.31291700000003
UWT35;-125.977683;49.328183;135;;Herbert;UWT_HERBERT;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.97768299999996;49.32818300000008
UWT36;-125.945017;49.360883;142;;Herbert;UWT_HERBERT;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.94501699999996;49.36088300000006
UWT37;-125.93865;49.392583;131;;Herbert;UWT_HERBERT;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.93865;49.39258300000006
UWT38;-125.90695;49.4089;110;;Herbert Head;UWT_HERBERT;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.90695;49.408900000000074
UWT39;-126.068383;49.337;105;;Millar Channel South;UWT_HERBERT;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-126.06838299999998;49.337000000000046
UWT81;-126.085617;49.380133;157;;Millar Channel North;UWT_HERBERT;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-126.08561699999996;49.38013300000006
UWT40;-125.788317;49.352517;75;;Bedwell Head;UWT_BEDWELL;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.78831699999996;49.352517000000034
UWT41;-125.8046;49.3359;70;;Bedwell;UWT_BEDWELL;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.8046;49.33590000000004
UWT82;-125.810917;49.297833;60;;Bedwell;UWT_BEDWELL;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.81091699999996;49.297833000000026
UWT42;-125.821283;49.270267;60;;Bedwell Mouth;UWT_BEDWELL;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.821283;49.27026700000005
UWT86;-125.94095;49.235567;25;;Hecate Bay;UWT_BEDWELL;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.94095;49.23556700000006
UWT85;-125.875533;49.249517;50;;Cypress Bay;UWT_BEDWELL;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.87553299999996;49.249517000000026
UWT43;-125.757533;49.237517;145;;Warn Bay;UWT_BEDWELL;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.75753299999997;49.237517000000025
UWT44;-125.762633;49.185617;70;;Fortune Channel;UWT_BEDWELL;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.762633;49.18561700000003
UWT47;-125.690317;49.1654;75;;Tranquil Mouth;UWT_TOFINO;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.690317;49.165400000000034
UWT48;-125.674767;49.196433;50;;Tranquil Head;UWT_TOFINO;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.67476699999996;49.19643300000007
UWT51;-125.5982;49.22785;50;;Tofino Head;UWT_TOFINO;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.59819999999996;49.227850000000046
UWT52;-125.598817;49.22525;50;;Tofino Head;UWT_TOFINO;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.59881699999994;49.225250000000074
UWT53;-125.61045;49.208633;94;;Tofino;UWT_TOFINO;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.61044999999996;49.20863300000008
UWT50;-125.64935;49.195817;122;;Tofino;UWT_TOFINO;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.64934999999996;49.195817000000034
UWT54;-125.647567;49.18175;108;;Tofino;UWT_TOFINO;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.64756699999998;49.18175000000008
UWT49;-125.6647;49.161283;83;;Tofino;UWT_TOFINO;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.66469999999998;49.161283000000026
UWT55;-125.6932;49.150917;70;;Tofino;UWT_TOFINO;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.6932;49.15091700000005
UWT46;-125.716567;49.134517;60;;Tofino;UWT_TOFINO;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.71656699999994;49.13451700000007
UWT45;-125.7641;49.125683;47;;Tofino;UWT_TOFINO;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.76409999999998;49.12568300000004
UWT56;-125.797233;49.119433;46;;Tofino Browning Passage;UWT_TOFINO;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.79723299999996;49.11943300000007
UWT57;-125.8458;49.129467;18;;Tofino Browning Passage;UWT_TOFINO;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.84579999999994;49.129467000000034
UWT58;-125.875933;49.141583;15;;Tofino Browning Passage;UWT_TOFINO;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.87593299999996;49.141583000000026
UWT59;-125.91525;49.151517;27;;Tofino Mouth Templar Channel;UWT_TOFINO;;;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.91524999999996;49.15151700000007
BED10;-125.7793167;49.36201667;0;;Head of Bedwell Sound;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.77931669999998;49.36201667000006
BED9;-125.8042;49.33081667;0;;Bedwell Sound near Bare Bluff;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.80419999999998;49.33081667000005
BED8;-125.8105667;49.30518333;0;;Bedwell Sound;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.81056669999998;49.305183330000034
BED7;-125.8175;49.29286667;0;;Bedwell Sound;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.8175;49.29286667000008
BED6;-125.8243;49.26971667;0;;Bedwell Sound;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.8243;49.26971667000004
BED5;-125.8229333;49.24398333;0;;near Matslet Narrows;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.8229333;49.24398333000005
BED4;-125.8628833;49.24973333;0;;Near Cypress Bay;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.86288329999996;49.249733330000026
BED3;-125.8902333;49.26603333;0;;Cypre estuary;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.89023329999998;49.26603333000003
BED2;-125.9175167;49.25005;0;;West of Saranac Island;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.91751669999996;49.25005000000005
BED1;-125.8983333;49.24171667;0;;East of Saranac Island;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.8983333;49.24171667000007
CP1;-125.97865;49.21498333;0;;Calamus Pass;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.97864999999996;49.214983330000045
CP2;-126.0442;49.21165;0;;West of Vargas;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-126.0442;49.21165000000008
AB1;-126.0299;49.1769;0;;Ahous Bay;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-126.02989999999994;49.176900000000046
LE01;-126.0158;49.11708333;0;;offshore;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-126.01579999999996;49.11708333000007
LE02;-126.0674167;49.07271667;0;;offshore japan;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-126.06741669999997;49.072716670000034
FCC1;-125.9286167;49.18348333;0;;Father Charles Channel;CEDAR COAST;;7/2/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.92861669999996;49.18348333000006
HER5;-125.9123667;49.40478333;0;;Head of Herbert;CEDAR COAST;;7/3/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.91236669999996;49.40478333000004
HER4;-125.9386333;49.39321667;0;;Herbert;CEDAR COAST;;7/3/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.9386333;49.39321667000007
HER3;-125.9571833;49.3489;0;;Herbert;CEDAR COAST;;7/3/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.95718329999994;49.34890000000007
HER2;-125.9782333;49.3281;0;;Herbert;CEDAR COAST;;7/3/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.97823329999994;49.32810000000006
HER1;-126.0120167;49.31531667;0;;Mouth of Herbert;CEDAR COAST;;7/3/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-126.01201669999996;49.31531667000007
MC1;-126.0435;49.28973333;0;;Millar Channel;CEDAR COAST;;7/3/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-126.0435;49.28973333000005
RC1;-126.1153667;49.23641667;0;;N of Bartlett Island's W Islets;CEDAR COAST;;7/3/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-126.11536669999998;49.23641667000004
RC2;-126.07245;49.23653333;0;;NW of Bartlett Island;CEDAR COAST;;7/3/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-126.07244999999996;49.23653333000004
RC3;-126.0323333;49.23941667;0;;SE of Bartlett Island;CEDAR COAST;;7/3/2019;;;Clayoquot;Oceanography;;;;CLAYOQUOT;Hakai;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-126.03233329999996;49.239416670000026
59637 GAUGINGSTATION;-125.5833282;49.2508316;;;;FGS_WSC;;;;;Quadra;KWP;;;;QUADRA;HAKAI;octobre 1, 2020;will.mcinnes;octobre 1, 2020;will.mcinnes;-125.58332819999998;49.250831600000026
63;-126.24365;49.39965;68;;Sydney & Shelter Confluence;UST_SYDNEY;;;;;;Oceanography;;;;Clayoquot;Hakai;octobre 8, 2020;will.mcinnes;octobre 8, 2020;will.mcinnes;-126.24364999999996;49.399650000000065
64;-126.243967;49.426717;69;;Sydney;UST_SYDNEY;;;;;;Oceanography;;;;Clayoquot;Hakai;octobre 8, 2020;will.mcinnes;octobre 8, 2020;will.mcinnes;-126.24396699999994;49.42671700000005
65;-126.259567;49.437733;68;;Sydney;UST_SYDNEY;;;;;;Oceanography;;;;Clayoquot;Hakai;octobre 8, 2020;will.mcinnes;octobre 8, 2020;will.mcinnes;-126.25956699999996;49.43773300000004
66;-126.270433;49.452383;123;;Sydney & Stewardson Confluence;UST_SYDNEY;;;;;;Oceanography;;;;Clayoquot;Hakai;octobre 8, 2020;will.mcinnes;octobre 8, 2020;will.mcinnes;-126.27043299999995;49.452383000000054
69;-126.2752;49.469967;132;;Sydney;UST_SYDNEY;;;;;;Oceanography;;;;Clayoquot;Hakai;octobre 8, 2020;will.mcinnes;octobre 8, 2020;will.mcinnes;-126.27519999999998;49.469967000000054
70;-126.284767;49.487633;111;;Sydney;UST_SYDNEY;;;;;;Oceanography;;;;Clayoquot;Hakai;octobre 8, 2020;will.mcinnes;octobre 8, 2020;will.mcinnes;-126.284767;49.48763300000007
71;-126.29265;49.502467;82;;Sydney Head;UST_SYDNEY;;;;;;Oceanography;;;;Clayoquot;Hakai;octobre 8, 2020;will.mcinnes;octobre 8, 2020;will.mcinnes;-126.29264999999998;49.50246700000008
72;-126.2156;49.398533;73;;Shelter Mouth;UST_SYDNEY;;;;;;Oceanography;;;;Clayoquot;Hakai;octobre 8, 2020;will.mcinnes;octobre 8, 2020;will.mcinnes;-126.2156;49.39853300000004
73;-126.185617;49.38935;81;;Shelter;UST_SYDNEY;;;;;;Oceanography;;;;Clayoquot;Hakai;octobre 8, 2020;will.mcinnes;octobre 8, 2020;will.mcinnes;-126.18561699999998;49.38935000000003
74;-126.162283;49.39395;92;;Shelter;UST_SYDNEY;;;;;;Oceanography;;;;Clayoquot;Hakai;octobre 8, 2020;will.mcinnes;octobre 8, 2020;will.mcinnes;-126.16228299999996;49.393950000000075
75;-126.136483;49.400533;131;;Shelter Millar Confluence;UST_SYDNEY;;;;;;Oceanography;;;;Clayoquot;Hakai;octobre 8, 2020;will.mcinnes;octobre 8, 2020;will.mcinnes;-126.13648299999994;49.40053300000005
